Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label,DemoCategory
192.168.10.9-192.168.10.50-6492-21-6,192.168.10.50,21,192.168.10.9,6492,6,7/7/2017 1:00,67,1,3,6,18.0,6,6,6.0,0.0,6,6,6.0,0.0,358208.9552,59701.49254,22.33333333,23.797759,48.0,1.0,0.0,0.0,0.0,0.0,0.0,49.0,24.5,33.23401872,48.0,1.0,0,0,0,0,20,60,14925.37313,44776.1194,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,3,7.5,6.0,6.0,20,0,0,0,0,0,0,1,6,3,18,229,255,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,NORMAL
192.168.10.3-192.168.10.14-53-56231-17,192.168.10.14,56231,192.168.10.3,53,17,7/7/2017 1:00,196,2,2,64,96.0,32,32,32.0,0.0,48,48,48.0,0.0,816326.5306,20408.16327,65.33333333,106.2324495,188.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,0,0,0,0,40,40,10204.08163,10204.08163,32,48,38.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,48.0,32.0,48.0,40,0,0,0,0,0,0,2,64,2,96,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,NORMAL
192.168.10.9-192.168.10.50-6493-25909-6,192.168.10.50,25909,192.168.10.9,6493,6,7/7/2017 1:00,77,1,2,6,12.0,6,6,6.0,0.0,6,6,6.0,0.0,233766.2338,38961.03896,38.5,53.03300859,76.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,20,40,12987.01299,25974.02597,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,2,8.0,6.0,6.0,20,0,0,0,0,0,0,1,6,2,12,389,256,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,NORMAL
192.168.10.9-192.168.10.50-6492-21-6,192.168.10.9,6492,192.168.10.50,21,6,7/7/2017 1:00,81,1,2,6,12.0,6,6,6.0,0.0,6,6,6.0,0.0,222222.2222,37037.03704,40.5,12.02081528,49.0,32.0,0.0,0.0,0.0,0.0,0.0,49.0,49.0,0.0,49.0,49.0,0,0,0,0,20,40,12345.67901,24691.35802,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,2,8.0,6.0,6.0,20,0,0,0,0,0,0,1,6,2,12,255,229,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,NORMAL
192.168.10.3-192.168.10.14-445-53239-6,192.168.10.14,53239,192.168.10.3,445,6,7/7/2017 1:00,10697158,25,20,7882,3368.0,3072,0,315.28,704.4069917,420,0,168.4,138.0916553,1051.681204,4.206724814,243117.2273,1612175.804,10700000.0,1.0,10700000.0,445714.9167,2182883.481,10700000.0,1.0,10700000.0,563002.0,2453373.35,10700000.0,1.0,0,0,0,0,524,424,2.337069341,1.869655473,0,3072,244.5652174,528.5558376,279371.2734,0,0,0,1,0,0,0,0,0,250.0,315.28,168.4,524,0,0,0,0,0,0,25,7882,20,3368,8192,2051,23,20,2862.0,0.0,2862.0,2862.0,10700000.0,0.0,10700000.0,10700000.0,BENIGN,NORMAL
192.168.10.17-91.189.89.199-123-123-17,192.168.10.17,123,91.189.89.199,123,17,7/7/2017 1:00,95297,1,1,48,48.0,48,48,48.0,0.0,48,48,48.0,0.0,1007.376937,20.98701953,95297.0,0.0,95297.0,95297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,10.49350976,10.49350976,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,72.0,48.0,48.0,20,0,0,0,0,0,0,1,48,1,48,-1,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,NORMAL
192.168.10.3-224.0.1.24-42-42-17,192.168.10.3,42,224.0.1.24,42,17,7/7/2017 1:00,17,13,0,234,0.0,18,18,18.0,0.0,0,0,0.0,0.0,13800000.0,764705.8824,1.416666667,1.164500153,5.0,1.0,17.0,1.416666667,1.164500153,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,260,0,764705.8824,0.0,18,18,18.0,0.0,0.0,0,0,0,0,0,0,0,0,0,19.38461538,18.0,0.0,260,0,0,0,0,0,0,13,234,0,0,-1,-1,12,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,NORMAL
192.168.10.14-40.70.221.249-53240-443-6,192.168.10.14,53240,40.70.221.249,443,6,7/7/2017 1:01,99015540,8,6,1283,4041.0,837,0,160.375,288.8429813,1460,0,673.5,666.5885538,53.76933762,0.141391947,7616580.0,27400000.0,98800000.0,49.0,99000000.0,14100000.0,37300000.0,98800000.0,212.0,177555.0,35511.0,32590.65824,63547.0,49.0,0,0,0,0,172,132,0.080795398,0.060596549,0,1460,354.9333333,523.956305,274530.2095,0,0,0,1,0,0,0,0,0,380.2857143,160.375,673.5,172,0,0,0,0,0,0,8,1283,6,4041,8192,509,7,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,NORMAL
192.168.10.1-192.168.10.3-53-60131-17,192.168.10.3,60131,192.168.10.1,53,17,7/7/2017 1:01,90417,1,1,78,130.0,78,78,78.0,0.0,130,130,130.0,0.0,2300.452349,22.11973412,90417.0,0.0,90417.0,90417.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,11.05986706,11.05986706,78,130,95.33333333,30.022214,901.3333333,0,0,0,0,0,0,0,0,1,143.0,78.0,130.0,20,0,0,0,0,0,0,1,78,1,130,-1,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,NORMAL
192.168.10.3-192.168.10.14-53-63434-17,192.168.10.14,63434,192.168.10.3,53,17,7/7/2017 1:01,90878,4,2,196,328.0,49,49,49.0,0.0,164,164,164.0,0.0,5765.971962,66.02257972,18175.6,30397.87944,70126.0,3.0,20748.0,6916.0,11973.66723,20742.0,3.0,4.0,4.0,0.0,4.0,4.0,0,0,0,0,80,40,44.01505315,22.00752657,49,164,81.85714286,56.11425419,3148.809524,0,0,0,0,0,0,0,0,0,95.5,49.0,164.0,80,0,0,0,0,0,0,4,196,2,328,-1,-1,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,NORMAL
192.168.10.3-192.168.10.14-53-59534-17,192.168.10.14,59534,192.168.10.3,53,17,7/7/2017 1:01,3341393,6,6,216,582.0,36,36,36.0,0.0,97,97,97.0,0.0,238.822551,3.591316556,303763.0,526515.2987,1396331.0,1.0,1033101.0,206620.2,445093.2448,1002474.0,3.0,911961.0,182392.2,407801.6684,911890.0,1.0,0,0,0,0,120,192,1.795658278,1.795658278,36,97,64.15384615,31.65134582,1001.807692,0,0,0,0,0,0,0,0,1,69.5,36.0,97.0,120,0,0,0,0,0,0,6,216,6,582,-1,-1,5,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,NORMAL
192.168.10.3-192.168.10.14-137-137-17,192.168.10.14,137,192.168.10.3,137,17,7/7/2017 1:01,132,2,2,100,112.0,50,50,50.0,0.0,56,56,56.0,0.0,1606060.606,30303.0303,44.0,69.2820323,124.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,0,0,0,0,64,64,15151.51515,15151.51515,50,56,52.4,3.286335345,10.8,0,0,0,0,0,0,0,0,1,65.5,50.0,56.0,64,0,0,0,0,0,0,2,100,2,112,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,NORMAL
192.168.10.255-192.168.10.14-137-137-17,192.168.10.14,137,192.168.10.255,137,17,7/7/2017 1:01,1500608,39,0,1950,0.0,50,50,50.0,0.0,0,0,0.0,0.0,1299.47328,25.9894656,39489.68421,169781.518,750546.0,1.0,1500608.0,39489.68421,169781.518,750546.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1248,0,25.9894656,0.0,50,50,50.0,0.0,0.0,0,0,0,0,0,0,0,0,0,51.28205128,50.0,0.0,1248,0,0,0,0,0,0,39,1950,0,0,-1,-1,38,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,NORMAL
192.168.10.15-205.174.165.73-54014-8080-6,192.168.10.15,54014,205.174.165.73,8080,6,7/7/2017 1:01,1045281,3,3,0,18.0,0,0,0.0,0.0,6,6,6.0,0.0,17.22024987,5.740083289,209056.2,285429.7609,530685.0,542.0,1044621.0,522310.5,12609.83523,531227.0,513394.0,1044503.0,522251.5,12860.15103,531345.0,513158.0,0,0,0,0,92,60,2.870041644,2.870041644,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,NORMAL
192.168.10.8-205.174.165.73-5000-8080-6,192.168.10.8,5000,205.174.165.73,8080,6,7/7/2017 1:01,996683,3,3,0,18.0,0,0,0.0,0.0,6,6,6.0,0.0,18.0599047,6.019968235,199336.6,272046.0,498362.0,553.0,996130.0,498065.0,1610.789248,499204.0,496926.0,996089.0,498044.5,1231.072906,498915.0,497174.0,0,0,0,0,92,60,3.009984117,3.009984117,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,NORMAL
192.168.10.3-192.168.10.9-445-6494-6,192.168.10.9,6494,192.168.10.3,445,6,7/7/2017 1:01,13941240,25,20,7506,2420.0,3072,0,300.24,709.1443365,260,0,121.0,106.6869498,711.9883167,3.227833392,316846.3636,2069076.617,13700000.0,0.0,13900000.0,580885.0,2800662.837,13700000.0,1.0,13900000.0,733737.8421,3197582.73,13900000.0,0.0,0,0,0,0,524,424,1.793240773,1.434592619,0,3072,215.7826087,531.0383921,282001.7739,0,0,0,1,0,0,0,0,0,220.5777778,300.24,121.0,524,0,0,0,0,0,0,25,7506,20,2420,8192,2051,23,20,212954.0,0.0,212954.0,212954.0,13700000.0,0.0,13700000.0,13700000.0,BENIGN,NORMAL
192.168.10.3-192.168.10.51-389-54998-17,192.168.10.51,54998,192.168.10.3,389,17,7/7/2017 1:01,132,2,2,104,178.0,52,52,52.0,0.0,89,89,89.0,0.0,2136363.636,30303.0303,44.0,70.14983963,125.0,3.0,3.0,3.0,0.0,3.0,3.0,4.0,4.0,0.0,4.0,4.0,0,0,0,0,40,40,15151.51515,15151.51515,52,89,66.8,20.26573463,410.7,0,0,0,0,0,0,0,0,1,83.5,52.0,89.0,40,0,0,0,0,0,0,2,104,2,178,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,NORMAL
192.168.10.3-192.168.10.9-53-57062-17,192.168.10.9,57062,192.168.10.3,53,17,7/7/2017 1:01,212,2,2,64,96.0,32,32,32.0,0.0,48,48,48.0,0.0,754716.9811,18867.92453,70.66666667,117.2021046,206.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,40,40,9433.962264,9433.962264,32,48,38.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,48.0,32.0,48.0,40,0,0,0,0,0,0,2,64,2,96,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,NORMAL
192.168.10.17-206.108.0.133-123-123-17,192.168.10.17,123,206.108.0.133,123,17,7/7/2017 1:01,22455,1,1,48,48.0,48,48,48.0,0.0,48,48,48.0,0.0,4275.217101,89.06702293,22455.0,0.0,22455.0,22455.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,44.53351147,44.53351147,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,72.0,48.0,48.0,20,0,0,0,0,0,0,1,48,1,48,-1,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,NORMAL
162.213.33.50-192.168.10.51-443-59111-6,192.168.10.51,59111,162.213.33.50,443,6,7/7/2017 1:01,2562673,9,11,703,3950.0,267,0,78.11111111,103.3022803,1448,0,359.0909091,569.9183195,1815.682297,7.80435116,134877.5263,316464.4514,1266072.0,4.0,2464038.0,308004.75,500801.0612,1361546.0,194.0,2467223.0,246722.3,415378.9502,1266072.0,4.0,0,0,0,0,296,360,3.511958022,4.292393138,0,1448,221.5714286,434.4990876,188789.4571,0,0,0,1,0,0,0,0,1,232.65,78.11111111,359.0909091,296,0,0,0,0,0,0,9,703,11,3950,29200,252,4,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,NORMAL
192.168.10.14-205.174.165.73-53241-8080-6,192.168.10.14,53241,205.174.165.73,8080,6,7/7/2017 1:01,1030757,3,3,0,18.0,0,0,0.0,0.0,6,6,6.0,0.0,17.46289378,5.820964592,206151.4,281257.6444,515096.0,593.0,1030164.0,515082.0,1265.721138,515977.0,514187.0,1029980.0,514990.0,988.5352801,515689.0,514291.0,0,0,0,0,92,60,2.910482296,2.910482296,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,NORMAL
192.168.10.5-205.174.165.73-52384-8080-6,192.168.10.5,52384,205.174.165.73,8080,6,7/7/2017 1:01,1011649,3,3,0,18.0,0,0,0.0,0.0,6,6,6.0,0.0,17.79273246,5.93091082,202329.8,276194.5511,508790.0,454.0,1010803.0,505401.5,5651.904502,509398.0,501405.0,1011195.0,505597.5,5711.301472,509636.0,501559.0,0,0,0,0,92,60,2.96545541,2.96545541,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,NORMAL
192.168.10.9-205.174.165.73-6495-8080-6,192.168.10.9,6495,205.174.165.73,8080,6,7/7/2017 1:01,1024905,3,3,0,18.0,0,0,0.0,0.0,6,6,6.0,0.0,17.56260336,5.854201121,204981.0,279711.4456,513960.0,499.0,1024116.0,512058.0,3893.329937,514811.0,509305.0,1024406.0,512203.0,3600.58773,514749.0,509657.0,0,0,0,0,92,60,2.927100561,2.927100561,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,NORMAL
192.168.10.3-192.168.10.5-49666-52379-6,192.168.10.5,52379,192.168.10.3,49666,6,7/7/2017 1:01,63,1,3,6,18.0,6,6,6.0,0.0,6,6,6.0,0.0,380952.381,63492.06349,21.0,24.2693222,48.0,1.0,0.0,0.0,0.0,0.0,0.0,49.0,24.5,33.23401872,48.0,1.0,0,0,0,0,20,60,15873.01587,47619.04762,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,3,7.5,6.0,6.0,20,0,0,0,0,0,0,1,6,3,18,252,2049,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,NORMAL
162.213.33.50-192.168.10.51-443-59111-6,192.168.10.51,59111,162.213.33.50,443,6,7/7/2017 1:01,95312,1,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,20.98371664,95312.0,0.0,95312.0,95312.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,10.49185832,10.49185832,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,304,252,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,NORMAL
192.168.10.3-192.168.10.5-49666-52379-6,192.168.10.3,49666,192.168.10.5,52379,6,7/7/2017 1:01,48,1,2,6,12.0,6,6,6.0,0.0,6,6,6.0,0.0,375000.0,62500.0,24.0,32.52691193,47.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,20,40,20833.33333,41666.66667,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,2,8.0,6.0,6.0,20,0,0,0,0,0,0,1,6,2,12,2049,252,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,NORMAL
192.168.10.17-91.189.91.157-123-123-17,192.168.10.17,123,91.189.91.157,123,17,7/7/2017 1:01,36943,1,1,48,48.0,48,48,48.0,0.0,48,48,48.0,0.0,2598.59784,54.137455,36943.0,0.0,36943.0,36943.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,27.0687275,27.0687275,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,72.0,48.0,48.0,32,0,0,0,0,0,0,1,48,1,48,-1,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,NORMAL
162.213.33.50-192.168.10.51-443-59112-6,192.168.10.51,59112,162.213.33.50,443,6,7/7/2017 1:01,935974,9,11,703,3950.0,267,0,78.11111111,103.3022803,1448,0,359.0909091,569.9183195,4971.291938,21.36811493,49261.78947,58205.10186,177491.0,3.0,626535.0,78316.875,70386.77533,197189.0,218.0,840818.0,84081.8,73949.39538,197415.0,3.0,0,0,0,0,296,360,9.615651717,11.75246321,0,1448,221.5714286,434.4990876,188789.4571,0,0,0,1,0,0,0,0,1,232.65,78.11111111,359.0909091,296,0,0,0,0,0,0,9,703,11,3950,29200,252,4,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,NORMAL
162.213.33.50-192.168.10.51-443-59112-6,192.168.10.51,59112,162.213.33.50,443,6,7/7/2017 1:01,95582,1,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,20.92444184,95582.0,0.0,95582.0,95582.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,10.46222092,10.46222092,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,304,252,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,NORMAL
192.168.10.25-192.168.10.50-52397-139-6,192.168.10.25,52397,192.168.10.50,139,6,7/7/2017 1:01,64238,49,30,2488,3188.0,194,0,50.7755102,65.99850545,440,0,106.2666667,130.7039121,88358.91528,1229.801675,823.5641026,4720.922232,40098.0,3.0,64238.0,1338.291667,7020.744456,47955.0,3.0,63844.0,2201.517241,7679.851373,40314.0,3.0,0,0,0,0,1592,976,762.7883807,467.0132943,0,440,70.95,98.52685813,9707.541772,0,0,0,1,0,0,0,0,0,71.84810127,50.7755102,106.2666667,1592,0,0,0,0,0,0,49,2488,30,3188,65535,269,22,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,NORMAL
192.168.10.25-192.168.10.50-52397-139-6,192.168.10.25,52397,192.168.10.50,139,6,7/7/2017 1:01,11699,1,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,170.9547825,11699.0,0.0,11699.0,11699.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,85.47739123,85.47739123,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,65535,269,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,NORMAL
192.168.10.3-192.168.10.25-53-58833-17,192.168.10.25,58833,192.168.10.3,53,17,7/7/2017 1:01,224,2,2,90,212.0,45,45,45.0,0.0,106,106,106.0,0.0,1348214.286,17857.14286,74.66666667,123.2652965,217.0,3.0,4.0,4.0,0.0,4.0,4.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,40,40,8928.571429,8928.571429,45,106,69.4,33.41107601,1116.3,0,0,0,0,0,0,0,0,1,86.75,45.0,106.0,40,0,0,0,0,0,0,2,90,2,212,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,NORMAL
192.168.10.3-192.168.10.50-53-39075-17,192.168.10.50,39075,192.168.10.3,53,17,7/7/2017 1:01,205,2,2,46,46.0,23,23,23.0,0.0,23,23,23.0,0.0,448780.4878,19512.19512,68.33333333,33.48631561,107.0,49.0,49.0,49.0,0.0,49.0,49.0,49.0,49.0,0.0,49.0,49.0,0,0,0,0,64,64,9756.097561,9756.097561,23,23,23.0,0.0,0.0,0,0,0,0,0,0,0,0,1,28.75,23.0,23.0,64,0,0,0,0,0,0,2,46,2,46,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,NORMAL
192.168.10.3-192.168.10.50-53-13153-17,192.168.10.50,13153,192.168.10.3,53,17,7/7/2017 1:01,197,2,2,46,46.0,23,23,23.0,0.0,23,23,23.0,0.0,467005.0761,20304.56853,65.66666667,30.59956427,101.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,0,0,0,0,64,64,10152.28426,10152.28426,23,23,23.0,0.0,0.0,0,0,0,0,0,0,0,0,1,28.75,23.0,23.0,64,0,0,0,0,0,0,2,46,2,46,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,NORMAL
192.168.10.25-192.168.10.50-49321-137-17,192.168.10.50,137,192.168.10.25,49321,17,7/7/2017 1:01,4,2,0,124,0.0,62,62,62.0,0.0,0,0,0.0,0.0,31000000.0,500000.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,0,500000.0,0.0,62,62,62.0,0.0,0.0,0,0,0,0,0,0,0,0,0,93.0,62.0,0.0,64,0,0,0,0,0,0,2,124,0,0,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,NORMAL
192.168.10.3-192.168.10.50-53-52448-17,192.168.10.50,52448,192.168.10.3,53,17,7/7/2017 1:01,148,2,2,46,46.0,23,23,23.0,0.0,23,23,23.0,0.0,621621.6216,27027.02703,49.33333333,83.71578903,146.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,64,64,13513.51351,13513.51351,23,23,23.0,0.0,0.0,0,0,0,0,0,0,0,0,1,28.75,23.0,23.0,64,0,0,0,0,0,0,2,46,2,46,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,NORMAL
192.168.10.3-192.168.10.50-53-31762-17,192.168.10.50,31762,192.168.10.3,53,17,7/7/2017 1:01,196,2,2,46,46.0,23,23,23.0,0.0,23,23,23.0,0.0,469387.7551,20408.16327,65.33333333,28.29016319,98.0,49.0,49.0,49.0,0.0,49.0,49.0,49.0,49.0,0.0,49.0,49.0,0,0,0,0,64,64,10204.08163,10204.08163,23,23,23.0,0.0,0.0,0,0,0,0,0,0,0,0,1,28.75,23.0,23.0,64,0,0,0,0,0,0,2,46,2,46,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,NORMAL
192.168.10.3-192.168.10.50-53-10435-17,192.168.10.50,10435,192.168.10.3,53,17,7/7/2017 1:01,205,2,2,46,46.0,23,23,23.0,0.0,23,23,23.0,0.0,448780.4878,19512.19512,68.33333333,33.48631561,107.0,49.0,49.0,49.0,0.0,49.0,49.0,49.0,49.0,0.0,49.0,49.0,0,0,0,0,64,64,9756.097561,9756.097561,23,23,23.0,0.0,0.0,0,0,0,0,0,0,0,0,1,28.75,23.0,23.0,64,0,0,0,0,0,0,2,46,2,46,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,NORMAL
192.168.10.3-192.168.10.50-53-28289-17,192.168.10.50,28289,192.168.10.3,53,17,7/7/2017 1:01,158,2,2,46,46.0,23,23,23.0,0.0,23,23,23.0,0.0,582278.481,25316.4557,52.66666667,89.48929172,156.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,64,64,12658.22785,12658.22785,23,23,23.0,0.0,0.0,0,0,0,0,0,0,0,0,1,28.75,23.0,23.0,64,0,0,0,0,0,0,2,46,2,46,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,NORMAL
192.168.10.25-192.168.10.50-52397-139-6,192.168.10.50,139,192.168.10.25,52397,6,7/7/2017 1:01,200,1,2,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,15000.0,100.0,72.12489168,151.0,49.0,0.0,0.0,0.0,0.0,0.0,49.0,49.0,0.0,49.0,49.0,0,0,0,0,32,64,5000.0,10000.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,2,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,2,0,269,65535,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,NORMAL
192.168.10.3-192.168.10.50-53-57373-17,192.168.10.50,57373,192.168.10.3,53,17,7/7/2017 1:01,156,2,2,46,46.0,23,23,23.0,0.0,23,23,23.0,0.0,589743.5897,25641.02564,52.0,87.46999486,153.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,0,0,0,0,64,64,12820.51282,12820.51282,23,23,23.0,0.0,0.0,0,0,0,0,0,0,0,0,1,28.75,23.0,23.0,64,0,0,0,0,0,0,2,46,2,46,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,NORMAL
